,Date,Unit,Type_Of_Meat,Animal,Commercial_Or_Federally_Inspected,Weight
1821,2015-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,564032.7
1822,2015-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40222.0
1823,2015-09-01,1000 Pounds,Red Meat,Calves,Commercial,11637.599999999999
1824,2015-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18216.0
1825,2015-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3419897.1999999997
1826,2015-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5439119.8
1827,2015-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,468053.4
1828,2015-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2723868.0
1829,2015-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4729382.0
1830,2015-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24691.2
1831,2015-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33145.200000000004
1832,2015-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1277328.0
1833,2015-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4608757.600000001
1834,2015-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,653985.5
1835,2015-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37590.0
1836,2015-10-01,1000 Pounds,Red Meat,Calves,Commercial,12220.800000000001
1837,2015-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,19126.8
1838,2015-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3494877.0000000005
1839,2015-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5543803.0
1840,2015-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,540424.7999999999
1841,2015-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2900184.0
1842,2015-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5045560.0
1843,2015-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23795.2
1844,2015-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32761.100000000002
1845,2015-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1236487.8
1846,2015-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4179587.4
1847,2015-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,587105.0
1848,2015-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33308.899999999994
1849,2015-11-01,1000 Pounds,Red Meat,Calves,Commercial,12028.0
1850,2015-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18794.4
1851,2015-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3196310.4
1852,2015-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5068074.0
1853,2015-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,513740.0
1854,2015-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2783167.5
1855,2015-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4840300.0
1856,2015-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23582.0
1857,2015-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32682.6
1858,2015-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1094308.7999999998
1859,2015-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4396141.899999999
1860,2015-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,574945.7000000001
1861,2015-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,30636.0
1862,2015-12-01,1000 Pounds,Red Meat,Calves,Commercial,13304.5
1863,2015-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,20781.5
1864,2015-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3403931.2
1865,2015-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5382105.0
1866,2015-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,532941.7000000001
1867,2015-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2952999.0
1868,2015-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5125266.600000001
1869,2015-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26452.8
1870,2015-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36824.600000000006
1871,2015-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1167234.0
1872,2016-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4335945.2
1873,2016-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,594564.6
1874,2016-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,28322.8
1875,2016-01-01,1000 Pounds,Red Meat,Calves,Commercial,11467.5
1876,2016-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17880.800000000003
1877,2016-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3258055.1999999997
1878,2016-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5145538.2
1879,2016-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,510352.00000000006
1880,2016-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2777125.5
1881,2016-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4841100.0
1882,2016-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22351.2
1883,2016-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,30757.2
1884,2016-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1093590.0
1885,2016-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4339355.2
1886,2016-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,567238.0
1887,2016-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,29386.8
1888,2016-02-01,1000 Pounds,Red Meat,Calves,Commercial,10446.8
1889,2016-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16217.399999999998
1890,2016-02-01,1000 Pounds,Red Meat,Cattle,Commercial,3143114.8000000003
1891,2016-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4960715.4
1892,2016-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,512857.0
1893,2016-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2668605.1
1894,2016-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4644395.2
1895,2016-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25006.2
1896,2016-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,34858.200000000004
1897,2016-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1031065.2000000001
1898,2016-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4714504.8
1899,2016-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,628056.0
1900,2016-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,36536.399999999994
1901,2016-03-01,1000 Pounds,Red Meat,Calves,Commercial,10841.8
1902,2016-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16860.800000000003
1903,2016-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3471717.0
1904,2016-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5496844.5
1905,2016-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,556108.7999999999
1906,2016-03-01,1000 Pounds,Red Meat,Hogs,Commercial,2865077.1999999997
1907,2016-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4977653.8
1908,2016-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28497.0
1909,2016-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,39562.5
1910,2016-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1172021.4000000001
1911,2016-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4383827.8
1912,2016-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,604718.4
1913,2016-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37541.7
1914,2016-04-01,1000 Pounds,Red Meat,Calves,Commercial,10196.4
1915,2016-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,15903.000000000002
1916,2016-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3247466.8
1917,2016-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5150061.0
1918,2016-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,476499.30000000005
1919,2016-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2669709.0
1920,2016-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4642147.1
1921,2016-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25623.0
1922,2016-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35297.6
1923,2016-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1153330.4
1924,2016-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4620891.0
1925,2016-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,624087.2999999999
1926,2016-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38563.6
1927,2016-05-01,1000 Pounds,Red Meat,Calves,Commercial,10217.2
1928,2016-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,15809.699999999999
1929,2016-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3353028.2
1930,2016-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5319504.800000001
1931,2016-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,464227.2
1932,2016-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2598053.1999999997
1933,2016-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4520345.600000001
1934,2016-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25998.0
1935,2016-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36007.2
1936,2016-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1230455.0999999999
1937,2016-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4603407.7
1938,2016-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,669038.4
1939,2016-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43288.7
1940,2016-06-01,1000 Pounds,Red Meat,Calves,Commercial,10970.7
1941,2016-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17057.0
1942,2016-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3609804.0
1943,2016-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5742739.800000001
1944,2016-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,487175.99999999994
1945,2016-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2679096.0
1946,2016-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4676214.0
1947,2016-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26642.4
1948,2016-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36018.0
1949,2016-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1355887.5
1950,2016-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4321185.1
1951,2016-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,599700.7999999999
1952,2016-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37996.2
1953,2016-07-01,1000 Pounds,Red Meat,Calves,Commercial,9688.900000000001
1954,2016-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,14951.300000000001
1955,2016-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3328740.5
1956,2016-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5296207.2
1957,2016-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,466523.4
1958,2016-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2435697.0
1959,2016-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4234903.3
1960,2016-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22806.8
1961,2016-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31546.800000000003
1962,2016-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1242993.9
1963,2016-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4840368.3
1964,2016-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,672570.0
1965,2016-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43572.8
1966,2016-08-01,1000 Pounds,Red Meat,Calves,Commercial,10429.5
1967,2016-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16160.3
1968,2016-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3718811.1999999997
1969,2016-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5914965.600000001
1970,2016-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,558614.5
1971,2016-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2867888.4
1972,2016-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4978812.3
1973,2016-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25142.0
1974,2016-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,34313.4
1975,2016-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1351825.2
1976,2016-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4623749.2
1977,2016-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,619558.2000000001
1978,2016-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41574.4
1979,2016-09-01,1000 Pounds,Red Meat,Calves,Commercial,10667.5
1980,2016-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16427.399999999998
1981,2016-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3588441.0000000005
1982,2016-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5696938.0
1983,2016-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,537824.8
1984,2016-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2847740.0
1985,2016-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4936992.9
1986,2016-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24250.0
1987,2016-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32659.199999999997
1988,2016-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1287543.5
1989,2016-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4538170.600000001
1990,2016-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,645855.4
1991,2016-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37843.200000000004
1992,2016-10-01,1000 Pounds,Red Meat,Calves,Commercial,11447.099999999999
1993,2016-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17707.2
1994,2016-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3642663.6999999997
1995,2016-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5775198.8
1996,2016-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,578974.2
1997,2016-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2945856.5999999996
1998,2016-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5111966.3
1999,2016-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23244.8
2000,2016-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31785.0
2001,2016-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1267261.0
2002,2016-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4419236.0
2003,2016-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,640946.5
2004,2016-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,36616.799999999996
2005,2016-11-01,1000 Pounds,Red Meat,Calves,Commercial,11493.9
2006,2016-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17801.2
2007,2016-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3693896.0
2008,2016-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5869806.0
2009,2016-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,601167.6
2010,2016-11-01,1000 Pounds,Red Meat,Hogs,Commercial,3001299.9
2011,2016-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5216557.5
2012,2016-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24483.9
2013,2016-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33920.0
2014,2016-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1275346.8
2015,2016-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4397777.8
2016,2016-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,597050.4
2017,2016-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33813.6
2018,2016-12-01,1000 Pounds,Red Meat,Calves,Commercial,11736.0
2019,2016-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18133.7
2020,2016-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3607172.0
2021,2016-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5710284.0
2022,2016-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,580147.3999999999
2023,2016-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2962189.3000000003
2024,2016-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5136612.0
2025,2016-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26201.0
2026,2016-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36316.700000000004
2027,2016-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1228809.0
2028,2017-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4645585.600000001
2029,2017-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,622357.8
2030,2017-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,31819.800000000003
2031,2017-01-01,1000 Pounds,Red Meat,Calves,Commercial,10951.0
2032,2017-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16937.1
2033,2017-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3530353.0
2034,2017-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5575793.300000001
2035,2017-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,576205.2
2036,2017-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2875869.1999999997
2037,2017-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5009282.399999999
2038,2017-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24481.2
2039,2017-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,34259.2
2040,2017-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1172330.4
2041,2017-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4214040.8
2042,2017-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,572844.8
2043,2017-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33807.0
2044,2017-02-01,1000 Pounds,Red Meat,Calves,Commercial,9688.2
2045,2017-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,14968.800000000001
2046,2017-02-01,1000 Pounds,Red Meat,Cattle,Commercial,3224481.1999999997
2047,2017-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5085298.5
2048,2017-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,522275.80000000005
2049,2017-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2661222.0
2050,2017-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4617859.2
2051,2017-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22475.4
2052,2017-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31276.800000000003
2053,2017-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1057232.0
2054,2017-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4784130.8
2055,2017-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,662539.5
2056,2017-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40851.0
2057,2017-03-01,1000 Pounds,Red Meat,Calves,Commercial,11115.0
2058,2017-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17144.1
2059,2017-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3737205.0000000005
2060,2017-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5908884.0
2061,2017-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,621977.4
2062,2017-03-01,1000 Pounds,Red Meat,Hogs,Commercial,3033404.0
2063,2017-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5273766.4
2064,2017-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27482.0
2065,2017-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38119.5
2066,2017-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1232397.5999999999
2067,2017-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4280151.4
2068,2017-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,545261.0
2069,2017-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,39644.0
2070,2017-04-01,1000 Pounds,Red Meat,Calves,Commercial,10023.0
2071,2017-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,15552.0
2072,2017-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3263872.5000000005
2073,2017-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5160400.0
2074,2017-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,482272.7
2075,2017-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2662698.0
2076,2017-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4622436.0
2077,2017-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23001.6
2078,2017-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31220.0
2079,2017-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1130528.4
2080,2017-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4851599.2
2081,2017-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,653970.8
2082,2017-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,45622.1
2083,2017-05-01,1000 Pounds,Red Meat,Calves,Commercial,10807.5
2084,2017-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16709.0
2085,2017-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3599216.6
2086,2017-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5691874.0
2087,2017-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,514719.60000000003
2088,2017-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2806492.2
2089,2017-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4873995.2
2090,2017-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23684.800000000003
2091,2017-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31577.1
2092,2017-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1275903.2
2093,2017-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4730668.2
2094,2017-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,652159.2000000001
2095,2017-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,50525.6
2096,2017-06-01,1000 Pounds,Red Meat,Calves,Commercial,10867.6
2097,2017-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16750.8
2098,2017-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3776739.0
2099,2017-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5991804.0
2100,2017-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,543333.6
